True	0	-0.693147
Fake	1	-0.693147
Pos	2	-0.693147
Neg	3	-0.693147
****************#################*****************###############
-7.13807303404	-6.61361967871	-8.32721573621	-6.4005935698
-3.93374699019	-3.62581347042	-3.64405623136	-3.87963820424
-4.37245298112	-4.24321198937	-4.11921185552	-4.47356810213
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-7.0080199058	-6.35260585334	-5.98114553128	-7.78688793092
-6.33956533783	-6.35260585334	-6.61241730812	-6.1870194695
-5.27917426198	-5.12724185903	-5.18690223385	-5.21463927097
-5.85405752204	-6.26222179187	-5.89946750026	-6.14006248641
-10.7215919725	-9.04723303411	-10.5244403135	-9.22197245621
-10.0284447919	-9.96352376598	-10.5244403135	-9.73279807997
-5.25353183137	-5.53270696714	-6.19370697326	-5.03535261787
-10.0284447919	-9.55805865787	-9.83129313299	-9.73279807997
-10.0284447919	-9.96352376598	-10.5244403135	-9.73279807997
-10.0284447919	-9.27037658542	-9.83129313299	-9.44511600752
-9.62297968383	-9.96352376598	-9.83129313299	-9.73279807997
-8.3236966997	-8.09172158908	-9.42582802488	-7.78688793092
-9.62297968383	-9.27037658542	-10.5244403135	-9.03965089941
-6.40410385896	-6.40817570449	-6.99807978893	-6.12188016733
-8.64215043082	-8.17176429675	-8.57853016449	-8.26646101118
-8.92983250327	-8.71076079748	-9.13814595243	-8.6341857913
-7.35429614251	-6.87248131262	-7.95949095609	-6.73706580642
-6.75130005895	-6.45197832715	-7.63406855565	-6.20643755536
-8.41900687951	-8.09172158908	-8.73268084432	-7.99819702458
-10.7215919725	-9.55805865787	-9.83129313299	-10.1382631881
-9.11215406007	-9.27037658542	-9.42582802488	-9.03965089941
-3.97400544567	-3.90206684705	-4.135878908	-3.81480068475
-6.73260792594	-6.45197832715	-6.99807978893	-6.36550224999
-9.11215406007	-8.17176429675	-10.5244403135	-8.0588216464
-8.15664261504	-7.8840822243	-7.95949095609	-8.0588216464
-5.69771145165	-6.11337616427	-5.79705249484	-5.94106124042
-8.23668532271	-8.17176429675	-9.13814595243	-7.83567809509
-6.67854070467	-6.46701620451	-7.02793275208	-6.33160069831
-8.23668532271	-7.82345760248	-8.03953366376	-7.99819702458
-6.77034825392	-6.00271059638	-6.18063489169	-6.44938373397
-6.69624028177	-6.2258541477	-7.09045310906	-6.14006248641
-7.19523144788	-7.56562849318	-7.75185159131	-7.14253091453
-8.0135417714	-7.36083408054	-9.13814595243	-7.19382420891
-8.41900687951	-8.17176429675	-8.57853016449	-8.12336016754
-7.54353814215	-7.82345760248	-8.91500240111	-7.24789143018
-9.62297968383	-9.55805865787	-10.5244403135	-9.22197245621
-6.61071810833	-6.48228367664	-7.58000133438	-6.15858153418
-7.16624391101	-6.78546993563	-7.63406855565	-6.65702309874
-6.07720107336	-6.14581144002	-6.69579891706	-5.82746406269
-6.27894071601	-6.31286552469	-6.48138904571	-6.17745001848
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-6.25568385385	-7.01908478681	-6.41356644937	-6.67252728528
-9.62297968383	-9.27037658542	-8.91500240111	-10.1382631881
-7.28760476802	-7.13031042192	-7.30556448868	-7.14253091453
-9.62297968383	-8.86491147731	-10.5244403135	-8.75196882696
-9.33529761138	-7.82345760248	-8.57853016449	-8.19235303902
-7.46349543448	-7.25547356488	-7.52870803999	-7.24789143018
-6.32714281783	-5.88598632207	-6.05853219489	-6.11291149734
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-8.92983250327	-8.86491147731	-9.83129313299	-8.52882527565
-6.50208426732	-6.80652334483	-7.05870441075	-6.41256976084
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-7.67706953478	-7.94862074544	-8.91500240111	-7.39742316415
-7.35429614251	-7.22268374205	-7.38894609762	-7.220492456
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-10.0284447919	-9.27037658542	-9.83129313299	-9.44511600752
-8.77568182345	-8.86491147731	-9.83129313299	-8.43351509584
-8.08253464289	-8.86491147731	-9.13814595243	-8.0588216464
-4.44871496595	-4.4183463215	-5.32594328228	-4.07331586421
-7.63054951914	-6.91900132826	-7.22860344754	-7.220492456
-10.7215919725	-9.96352376598	-10.5244403135	-10.1382631881
-8.3236966997	-8.25877567374	-8.32721573621	-8.26646101118
-10.7215919725	-9.04723303411	-9.83129313299	-9.44511600752
-7.77715299333	-8.71076079748	-8.03953366376	-8.19235303902
-8.64215043082	-8.71076079748	-9.42582802488	-8.34650371885
-6.53193723047	-6.91900132826	-6.9135224009	-6.5687304916
-9.11215406007	-8.71076079748	-8.91500240111	-8.88550021958
-6.19980339545	-6.2258541477	-6.26176043651	-6.17745001848
-8.64215043082	-8.4594463692	-8.12654504075	-9.03965089941
-7.03271251839	-6.78546993563	-6.74025067963	-7.04722073472
-6.35214412003	-6.68637903299	-6.81086824684	-6.32055086212
-7.50271614763	-9.55805865787	-8.91500240111	-7.69591615271
-7.8312202146	-8.86491147731	-8.91500240111	-7.88697138947
-9.62297968383	-9.96352376598	-10.5244403135	-9.44511600752
-8.52436739516	-9.27037658542	-10.5244403135	-8.34650371885
-6.77034825392	-6.89547083085	-7.15714448356	-6.64175562661
-8.92983250327	-10.6566709465	-9.83129313299	-9.22197245621
-5.27485460083	-5.28139253886	-5.43684397832	-5.17541855782
-6.85039096159	-7.28937511655	-8.03953366376	-6.65702309874
-9.11215406007	-9.27037658542	-9.42582802488	-9.03965089941
-8.3236966997	-9.55805865787	-9.42582802488	-8.43351509584
-5.7109566784	-6.15686127621	-7.12324293189	-5.48430283792
-5.60359816008	-5.66623835976	-6.08178905706	-5.39768836509
-8.23668532271	-8.4594463692	-8.32721573621	-8.34650371885
-9.33529761138	-10.6566709465	-10.5244403135	-9.44511600752
-6.4175268793	-6.32593760625	-5.99184082039	-6.78835910081
-8.92983250327	-9.55805865787	-9.83129313299	-8.88550021958
-8.52436739516	-9.04723303411	-9.42582802488	-8.43351509584
-6.21073246598	-6.61361967871	-7.81639011245	-5.94106124042
-7.46349543448	-7.61214850882	-8.12654504075	-7.24789143018
-5.31442020104	-5.55072547264	-5.57568042317	-5.32202203201
-5.74485823008	-5.67993720412	-5.41245252519	-6.01112880303
-7.77715299333	-7.94862074544	-8.32721573621	-7.61253454377
-6.05815287839	-5.82038903959	-6.0936235147	-5.83419809488
-7.2558560697	-7.28937511655	-7.63406855565	-7.07021025295
-7.58609775657	-7.66093867299	-7.69122696949	-7.57331383062
-9.11215406007	-9.55805865787	-8.73268084432	-10.1382631881
-8.64215043082	-9.04723303411	-10.5244403135	-8.34650371885
-6.15724378103	-6.23783033874	-5.64163839096	-6.98126276693
-8.3236966997	-8.71076079748	-9.13814595243	-8.19235303902
-6.45891209546	-7.43779512167	-6.44690286964	-7.220492456
-9.33529761138	-10.6566709465	-10.5244403135	-9.44511600752
-8.23668532271	-8.57722940486	-9.13814595243	-8.0588216464
-9.11215406007	-9.55805865787	-9.42582802488	-9.22197245621
-6.51689935311	-7.61214850882	-6.78677069526	-7.00276897215
-7.88837862844	-9.55805865787	-8.57853016449	-8.26646101118
-7.16624391101	-7.61214850882	-6.9135224009	-7.88697138947
-7.54353814215	-7.82345760248	-8.57853016449	-7.30504984402
-6.78976633978	-7.19093504374	-6.9135224009	-7.00276897215
-7.03271251839	-7.82345760248	-7.3463864832	-7.33490280717
-6.51689935311	-7.25547356488	-7.38894609762	-6.52734527544
-9.11215406007	-9.27037658542	-9.13814595243	-9.22197245621
-8.77568182345	-8.01761361692	-8.73268084432	-8.12336016754
-9.33529761138	-9.55805865787	-9.42582802488	-9.44511600752
-9.11215406007	-8.86491147731	-9.42582802488	-8.75196882696
-10.0284447919	-10.6566709465	-10.5244403135	-10.1382631881
-6.89295057601	-6.94309887984	-6.81086824684	-7.00276897215
-9.33529761138	-9.96352376598	-10.5244403135	-9.22197245621
-9.62297968383	-9.55805865787	-10.5244403135	-9.22197245621
-8.15664261504	-7.82345760248	-9.83129313299	-7.49920585846
-6.44492585348	-5.59407591351	-5.99184082039	-5.91142944281
-7.58609775657	-7.13031042192	-7.02793275208	-7.65335653829
-5.01116495513	-4.23993866403	-4.23844221904	-4.89916518119
-6.75130005895	-6.80652334483	-6.67429271184	-6.86111845509
-8.41900687951	-9.27037658542	-8.91500240111	-8.6341857913
-5.40347197866	-5.63939110973	-5.6266005136	-5.43324766712
-6.18899247935	-5.86917920376	-6.20695220001	-5.90415668348
